T22,Major trading partners,,,,,,,
Region/Country/Area,,Year,Series,Major trading partner 1 (% of exports),Major trading partner 1 (% of exports) footnote,Value,Footnotes,Source
600,Paraguay,2015,Major trading partner 3 (% of imports),United States,,9.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
600,Paraguay,2022,Major trading partner 3 (% of imports),United States,,9.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
604,Peru,2010,Major trading partner 1 (% of exports),China,,15.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
604,Peru,2015,Major trading partner 1 (% of exports),China,,22.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
604,Peru,2022,Major trading partner 1 (% of exports),China,,32.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
604,Peru,2010,Major trading partner 1 (% of imports),China,,17.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
604,Peru,2015,Major trading partner 1 (% of imports),China,,22.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
604,Peru,2022,Major trading partner 1 (% of imports),China,,28.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
604,Peru,2010,Major trading partner 2 (% of exports),United States,,17.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
604,Peru,2015,Major trading partner 2 (% of exports),United States,,15.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
604,Peru,2022,Major trading partner 2 (% of exports),United States,,12.8,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
604,Peru,2010,Major trading partner 2 (% of imports),United States,,19.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
604,Peru,2015,Major trading partner 2 (% of imports),United States,,20.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
604,Peru,2022,Major trading partner 2 (% of imports),United States,,18.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
604,Peru,2010,Major trading partner 3 (% of exports),Republic of Korea,,2.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
604,Peru,2015,Major trading partner 3 (% of exports),Republic of Korea,,3.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
604,Peru,2022,Major trading partner 3 (% of exports),Republic of Korea,,5.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
604,Peru,2010,Major trading partner 3 (% of imports),Brazil,,7.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
604,Peru,2015,Major trading partner 3 (% of imports),Brazil,,5.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
604,Peru,2022,Major trading partner 3 (% of imports),Brazil,,6.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
608,Philippines,2010,Major trading partner 1 (% of exports),United States,,14.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
608,Philippines,2015,Major trading partner 1 (% of exports),United States,,15.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
608,Philippines,2022,Major trading partner 1 (% of exports),United States,,15.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
608,Philippines,2010,Major trading partner 1 (% of imports),China,,8.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
608,Philippines,2015,Major trading partner 1 (% of imports),China,,16.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
608,Philippines,2022,Major trading partner 1 (% of imports),China,,20.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
608,Philippines,2010,Major trading partner 2 (% of exports),Japan,,15.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
608,Philippines,2015,Major trading partner 2 (% of exports),Japan,,21.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
608,Philippines,2022,Major trading partner 2 (% of exports),Japan,,14.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
608,Philippines,2010,Major trading partner 2 (% of imports),Indonesia,,4.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
608,Philippines,2015,Major trading partner 2 (% of imports),Indonesia,,4.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
608,Philippines,2022,Major trading partner 2 (% of imports),Indonesia,,9.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
608,Philippines,2010,Major trading partner 3 (% of exports),China,,11.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
608,Philippines,2015,Major trading partner 3 (% of exports),China,,10.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
608,Philippines,2022,Major trading partner 3 (% of exports),China,,13.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
608,Philippines,2010,Major trading partner 3 (% of imports),Japan,,12.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
608,Philippines,2015,Major trading partner 3 (% of imports),Japan,,9.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
608,Philippines,2022,Major trading partner 3 (% of imports),Japan,,9.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
616,Poland,2010,Major trading partner 1 (% of exports),Germany,,26.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
616,Poland,2015,Major trading partner 1 (% of exports),Germany,,26.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
616,Poland,2022,Major trading partner 1 (% of exports),Germany,,27.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
616,Poland,2010,Major trading partner 1 (% of imports),Germany,,21.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
616,Poland,2015,Major trading partner 1 (% of imports),Germany,,22.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
616,Poland,2022,Major trading partner 1 (% of imports),Germany,,20.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
616,Poland,2010,Major trading partner 2 (% of exports),Czechia,,5.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
616,Poland,2015,Major trading partner 2 (% of exports),Czechia,,6.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
616,Poland,2022,Major trading partner 2 (% of exports),Czechia,,6.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
616,Poland,2010,Major trading partner 2 (% of imports),China,,9.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
616,Poland,2015,Major trading partner 2 (% of imports),China,,11.8,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
616,Poland,2022,Major trading partner 2 (% of imports),China,,13.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
616,Poland,2010,Major trading partner 3 (% of exports),France,,6.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
616,Poland,2015,Major trading partner 3 (% of exports),France,,5.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
616,Poland,2022,Major trading partner 3 (% of exports),France,,5.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
616,Poland,2010,Major trading partner 3 (% of imports),Italy,,5.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
616,Poland,2015,Major trading partner 3 (% of imports),Italy,,5.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
616,Poland,2022,Major trading partner 3 (% of imports),Italy,,4.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
620,Portugal,2010,Major trading partner 1 (% of exports),Spain,,27.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
620,Portugal,2015,Major trading partner 1 (% of exports),Spain,,24.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
620,Portugal,2022,Major trading partner 1 (% of exports),Spain,,26.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
620,Portugal,2010,Major trading partner 1 (% of imports),Spain,,32.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
620,Portugal,2015,Major trading partner 1 (% of imports),Spain,,33.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
620,Portugal,2022,Major trading partner 1 (% of imports),Spain,,32.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
620,Portugal,2010,Major trading partner 2 (% of exports),France,,12.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
620,Portugal,2015,Major trading partner 2 (% of exports),France,,12.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
620,Portugal,2022,Major trading partner 2 (% of exports),France,,12.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
620,Portugal,2010,Major trading partner 2 (% of imports),Germany,,13.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
620,Portugal,2015,Major trading partner 2 (% of imports),Germany,,12.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
620,Portugal,2022,Major trading partner 2 (% of imports),Germany,,11.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
620,Portugal,2010,Major trading partner 3 (% of exports),Germany,,13.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
620,Portugal,2015,Major trading partner 3 (% of exports),Germany,,11.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
620,Portugal,2022,Major trading partner 3 (% of exports),Germany,,10.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
620,Portugal,2010,Major trading partner 3 (% of imports),France,,7.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
620,Portugal,2015,Major trading partner 3 (% of imports),France,,7.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
620,Portugal,2022,Major trading partner 3 (% of imports),France,,6.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
634,Qatar,2010,Major trading partner 1 (% of exports),China,,3.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
634,Qatar,2015,Major trading partner 1 (% of exports),China,,6.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
634,Qatar,2022,Major trading partner 1 (% of exports),China,,15.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
634,Qatar,2010,Major trading partner 1 (% of imports),China,,9.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
634,Qatar,2015,Major trading partner 1 (% of imports),China,,11.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
634,Qatar,2022,Major trading partner 1 (% of imports),China,,16.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
634,Qatar,2010,Major trading partner 2 (% of exports),India,,8.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
634,Qatar,2015,Major trading partner 2 (% of exports),India,,11.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
634,Qatar,2022,Major trading partner 2 (% of exports),India,,11.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
634,Qatar,2010,Major trading partner 2 (% of imports),United States,,11.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
634,Qatar,2015,Major trading partner 2 (% of imports),United States,,11.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
634,Qatar,2022,Major trading partner 2 (% of imports),United States,,14.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
634,Qatar,2010,Major trading partner 3 (% of exports),Republic of Korea,,16.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
634,Qatar,2015,Major trading partner 3 (% of exports),Republic of Korea,,17.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
634,Qatar,2022,Major trading partner 3 (% of exports),Republic of Korea,,10.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
634,Qatar,2010,Major trading partner 3 (% of imports),India,,3.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
634,Qatar,2015,Major trading partner 3 (% of imports),India,,3.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
634,Qatar,2022,Major trading partner 3 (% of imports),India,,6.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
410,Republic of Korea,2010,Major trading partner 1 (% of exports),China,,25.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
410,Republic of Korea,2015,Major trading partner 1 (% of exports),China,,26.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
410,Republic of Korea,2022,Major trading partner 1 (% of exports),China,,25.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
410,Republic of Korea,2010,Major trading partner 1 (% of imports),China,,16.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
410,Republic of Korea,2015,Major trading partner 1 (% of imports),China,,20.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
410,Republic of Korea,2022,Major trading partner 1 (% of imports),China,,22.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
410,Republic of Korea,2010,Major trading partner 2 (% of exports),United States,,10.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
410,Republic of Korea,2015,Major trading partner 2 (% of exports),United States,,13.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
410,Republic of Korea,2022,Major trading partner 2 (% of exports),United States,,14.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
410,Republic of Korea,2010,Major trading partner 2 (% of imports),United States,,9.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
410,Republic of Korea,2015,Major trading partner 2 (% of imports),United States,,10.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
410,Republic of Korea,2022,Major trading partner 2 (% of imports),United States,,12.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
410,Republic of Korea,2010,Major trading partner 3 (% of exports),Viet Nam,,2.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
410,Republic of Korea,2015,Major trading partner 3 (% of exports),Viet Nam,,5.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
410,Republic of Korea,2022,Major trading partner 3 (% of exports),Viet Nam,,8.8,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
410,Republic of Korea,2010,Major trading partner 3 (% of imports),Japan,,15.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
410,Republic of Korea,2015,Major trading partner 3 (% of imports),Japan,,10.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
410,Republic of Korea,2022,Major trading partner 3 (% of imports),Japan,,8.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
498,Republic of Moldova,2010,Major trading partner 1 (% of exports),Romania,,16.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
498,Republic of Moldova,2015,Major trading partner 1 (% of exports),Romania,,22.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
498,Republic of Moldova,2022,Major trading partner 1 (% of exports),Romania,,28.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
498,Republic of Moldova,2010,Major trading partner 1 (% of imports),Romania,,10.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
498,Republic of Moldova,2015,Major trading partner 1 (% of imports),Romania,,13.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
498,Republic of Moldova,2022,Major trading partner 1 (% of imports),Romania,,17.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
498,Republic of Moldova,2010,Major trading partner 2 (% of exports),Ukraine,,5.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
498,Republic of Moldova,2015,Major trading partner 2 (% of exports),Ukraine,,2.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
498,Republic of Moldova,2022,Major trading partner 2 (% of exports),Ukraine,,16.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
498,Republic of Moldova,2010,Major trading partner 2 (% of imports),Russian Federation,,15.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
498,Republic of Moldova,2015,Major trading partner 2 (% of imports),Russian Federation,,13.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
498,Republic of Moldova,2022,Major trading partner 2 (% of imports),Russian Federation,,12.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
498,Republic of Moldova,2010,Major trading partner 3 (% of exports),Italy,,9.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
498,Republic of Moldova,2015,Major trading partner 3 (% of exports),Italy,,10.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
498,Republic of Moldova,2022,Major trading partner 3 (% of exports),Italy,,7.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
498,Republic of Moldova,2010,Major trading partner 3 (% of imports),China,,8.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
498,Republic of Moldova,2015,Major trading partner 3 (% of imports),China,,9.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
498,Republic of Moldova,2022,Major trading partner 3 (% of imports),China,,10.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
642,Romania,2010,Major trading partner 1 (% of exports),Germany,,18.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
642,Romania,2015,Major trading partner 1 (% of exports),Germany,,19.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
642,Romania,2022,Major trading partner 1 (% of exports),Germany,,19.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
642,Romania,2010,Major trading partner 1 (% of imports),Germany,,16.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
642,Romania,2015,Major trading partner 1 (% of imports),Germany,,19.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
642,Romania,2022,Major trading partner 1 (% of imports),Germany,,17.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
642,Romania,2010,Major trading partner 2 (% of exports),Italy,,13.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
642,Romania,2015,Major trading partner 2 (% of exports),Italy,,12.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
642,Romania,2022,Major trading partner 2 (% of exports),Italy,,10.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
642,Romania,2010,Major trading partner 2 (% of imports),Italy,,11.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
642,Romania,2015,Major trading partner 2 (% of imports),Italy,,10.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
642,Romania,2022,Major trading partner 2 (% of imports),Italy,,8.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
642,Romania,2010,Major trading partner 3 (% of exports),Hungary,,4.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
642,Romania,2015,Major trading partner 3 (% of exports),Hungary,,5.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
642,Romania,2022,Major trading partner 3 (% of exports),Hungary,,7.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
642,Romania,2010,Major trading partner 3 (% of imports),Bulgaria,,3.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
642,Romania,2015,Major trading partner 3 (% of imports),Bulgaria,,3.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
642,Romania,2022,Major trading partner 3 (% of imports),Bulgaria,,7.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
643,Russian Federation,2010,Major trading partner 1 (% of exports),China,,5.0,"Estimate.;Russian data provided by the Russian Federation. Includes statistical data for the Autonomous Republic of Crimea and the city of Sevastopol, Ukraine, temporarily occupied by the Russian Federation.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
643,Russian Federation,2015,Major trading partner 1 (% of exports),China,,8.3,"Estimate.;Russian data provided by the Russian Federation. Includes statistical data for the Autonomous Republic of Crimea and the city of Sevastopol, Ukraine, temporarily occupied by the Russian Federation.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
643,Russian Federation,2022,Major trading partner 1 (% of exports),China,,14.0,"Estimate.;Russian data provided by the Russian Federation. Includes statistical data for the Autonomous Republic of Crimea and the city of Sevastopol, Ukraine, temporarily occupied by the Russian Federation.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
643,Russian Federation,2010,Major trading partner 1 (% of imports),China,,17.0,"Russian data provided by the Russian Federation. Includes statistical data for the Autonomous Republic of Crimea and the city of Sevastopol, Ukraine, temporarily occupied by the Russian Federation.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
643,Russian Federation,2015,Major trading partner 1 (% of imports),China,,19.3,"Russian data provided by the Russian Federation. Includes statistical data for the Autonomous Republic of Crimea and the city of Sevastopol, Ukraine, temporarily occupied by the Russian Federation.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
643,Russian Federation,2022,Major trading partner 1 (% of imports),China,,24.8,"Estimate.;Russian data provided by the Russian Federation. Includes statistical data for the Autonomous Republic of Crimea and the city of Sevastopol, Ukraine, temporarily occupied by the Russian Federation.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
643,Russian Federation,2010,Major trading partner 2 (% of exports),Netherlands,,13.4,"Russian data provided by the Russian Federation. Includes statistical data for the Autonomous Republic of Crimea and the city of Sevastopol, Ukraine, temporarily occupied by the Russian Federation.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
643,Russian Federation,2015,Major trading partner 2 (% of exports),Netherlands,,12.3,"Russian data provided by the Russian Federation. Includes statistical data for the Autonomous Republic of Crimea and the city of Sevastopol, Ukraine, temporarily occupied by the Russian Federation.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
643,Russian Federation,2022,Major trading partner 2 (% of exports),Netherlands,,8.6,"Estimate.;Russian data provided by the Russian Federation. Includes statistical data for the Autonomous Republic of Crimea and the city of Sevastopol, Ukraine, temporarily occupied by the Russian Federation.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
643,Russian Federation,2010,Major trading partner 2 (% of imports),Germany,,11.6,"Russian data provided by the Russian Federation. Includes statistical data for the Autonomous Republic of Crimea and the city of Sevastopol, Ukraine, temporarily occupied by the Russian Federation.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
