T22,Major trading partners,,,,,,,
Region/Country/Area,,Year,Series,Major trading partner 1 (% of exports),Major trading partner 1 (% of exports) footnote,Value,Footnotes,Source
148,Chad,2010,Major trading partner 2 (% of exports),China,,16.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
148,Chad,2015,Major trading partner 2 (% of exports),China,,3.8,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
148,Chad,2022,Major trading partner 2 (% of exports),China,,22.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
148,Chad,2010,Major trading partner 2 (% of imports),China,,22.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
148,Chad,2015,Major trading partner 2 (% of imports),China,,13.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
148,Chad,2022,Major trading partner 2 (% of imports),China,,22.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
148,Chad,2010,Major trading partner 3 (% of exports),United Arab Emirates,,0.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
148,Chad,2015,Major trading partner 3 (% of exports),United Arab Emirates,,3.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
148,Chad,2022,Major trading partner 3 (% of exports),United Arab Emirates,,19.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
148,Chad,2010,Major trading partner 3 (% of imports),France,,12.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
148,Chad,2015,Major trading partner 3 (% of imports),France,,15.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
148,Chad,2022,Major trading partner 3 (% of imports),France,,6.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
152,Chile,2010,Major trading partner 1 (% of exports),China,,24.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
152,Chile,2015,Major trading partner 1 (% of exports),China,,26.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
152,Chile,2022,Major trading partner 1 (% of exports),China,,39.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
152,Chile,2010,Major trading partner 1 (% of imports),China,,16.8,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
152,Chile,2015,Major trading partner 1 (% of imports),China,,23.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
152,Chile,2022,Major trading partner 1 (% of imports),China,,25.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
152,Chile,2010,Major trading partner 2 (% of exports),United States,,9.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
152,Chile,2015,Major trading partner 2 (% of exports),United States,,13.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
152,Chile,2022,Major trading partner 2 (% of exports),United States,,13.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
152,Chile,2010,Major trading partner 2 (% of imports),United States,,17.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
152,Chile,2015,Major trading partner 2 (% of imports),United States,,18.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
152,Chile,2022,Major trading partner 2 (% of imports),United States,,20.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
152,Chile,2010,Major trading partner 3 (% of exports),Japan,,10.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
152,Chile,2015,Major trading partner 3 (% of exports),Japan,,8.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
152,Chile,2022,Major trading partner 3 (% of exports),Japan,,7.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
152,Chile,2010,Major trading partner 3 (% of imports),Brazil,,8.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
152,Chile,2015,Major trading partner 3 (% of imports),Brazil,,7.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
152,Chile,2022,Major trading partner 3 (% of imports),Brazil,,9.8,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
156,China,2010,Major trading partner 1 (% of exports),United States,,18.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
156,China,2015,Major trading partner 1 (% of exports),United States,,18.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
156,China,2022,Major trading partner 1 (% of exports),United States,,16.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
156,China,2010,Major trading partner 1 (% of imports),"Other Asia, nes",,8.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
156,China,2015,Major trading partner 1 (% of imports),"Other Asia, nes",,8.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
156,China,2022,Major trading partner 1 (% of imports),"Other Asia, nes",,8.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
156,China,2010,Major trading partner 2 (% of exports),"China, Hong Kong SAR",,13.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
156,China,2015,Major trading partner 2 (% of exports),"China, Hong Kong SAR",,14.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
156,China,2022,Major trading partner 2 (% of exports),"China, Hong Kong SAR",,8.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
156,China,2010,Major trading partner 2 (% of imports),Republic of Korea,,9.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
156,China,2015,Major trading partner 2 (% of imports),Republic of Korea,,10.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
156,China,2022,Major trading partner 2 (% of imports),Republic of Korea,,7.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
156,China,2010,Major trading partner 3 (% of exports),Japan,,7.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
156,China,2015,Major trading partner 3 (% of exports),Japan,,6.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
156,China,2022,Major trading partner 3 (% of exports),Japan,,4.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
156,China,2010,Major trading partner 3 (% of imports),Japan,,12.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
156,China,2015,Major trading partner 3 (% of imports),Japan,,8.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
156,China,2022,Major trading partner 3 (% of imports),Japan,,6.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
344,"China, Hong Kong SAR",2010,Major trading partner 1 (% of exports),China,,52.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
344,"China, Hong Kong SAR",2015,Major trading partner 1 (% of exports),China,,56.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
344,"China, Hong Kong SAR",2022,Major trading partner 1 (% of exports),China,,57.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
344,"China, Hong Kong SAR",2010,Major trading partner 1 (% of imports),China,,44.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
344,"China, Hong Kong SAR",2015,Major trading partner 1 (% of imports),China,,46.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
344,"China, Hong Kong SAR",2022,Major trading partner 1 (% of imports),China,,40.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
344,"China, Hong Kong SAR",2010,Major trading partner 2 (% of exports),United States,,10.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
344,"China, Hong Kong SAR",2015,Major trading partner 2 (% of exports),United States,,8.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
344,"China, Hong Kong SAR",2022,Major trading partner 2 (% of exports),United States,,6.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
344,"China, Hong Kong SAR",2010,Major trading partner 2 (% of imports),"Other Asia, nes",,6.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
344,"China, Hong Kong SAR",2015,Major trading partner 2 (% of imports),"Other Asia, nes",,6.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
344,"China, Hong Kong SAR",2022,Major trading partner 2 (% of imports),"Other Asia, nes",,11.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
344,"China, Hong Kong SAR",2010,Major trading partner 3 (% of exports),India,,2.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
344,"China, Hong Kong SAR",2015,Major trading partner 3 (% of exports),India,,2.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
